wdid,name,wdLabel,gender,dob,dobPrecision,source,sourceDate,pid,position,psid
Q104453580,Jay Ngwele,Jay Ngwele,male,1973-04-05,11,https://parliament.gov.vu/index.php/memebers/members-of-12th-legislature,2021-12-04,Q109923895,Minister of Infrastructure and Public Utilities,Q104453580-E86360B7-905A-4743-B5F5-16C991E1696D
Q107246336,Silas Bule Melve,Silas Bule,male,1960-08-26,11,https://parliament.gov.vu/index.php/memebers/members-of-12th-legislature,2021-12-04,Q109923908,Minister of Health,Q107246336-2E94D5D3-3BB6-4F5B-95B0-84678A4ABCA0
Q109923917,Marc Ati,Marc Ati,male,,,https://parliament.gov.vu/index.php/memebers/members-of-12th-legislature,2021-12-04,Q109923918,Minister of Foreign Affairs and External Trade,Q109923917-DAE9C232-FA08-4FE0-A42D-8AD08459B200
Q109923926,Johnny Koanapo Rasou,Johnny Koanapo Rasou,male,,,https://parliament.gov.vu/index.php/memebers/members-of-12th-legislature,2021-12-04,Q109923927,Minister of Finance,Q109923926-495C6954-39C7-42C8-B10D-4699284EE9EA
Q109923931,Willie Daniel Kalo,Willie Daniel Kalo,male,,,https://parliament.gov.vu/index.php/memebers/members-of-12th-legislature,2021-12-04,Q109923932,"Minister of Agriculture, Forestry and Fisheries",Q109923931-97B4E63A-3861-45B5-BAC9-0BD804FE01E2
Q109923933,Willie Satearoro Pakoa,Willie Satearoro Pakoa,male,,,https://parliament.gov.vu/index.php/memebers/members-of-12th-legislature,2021-12-04,Q109923934,Minister of Youth and Sport,Q109923933-A58CFFEC-DAFC-46EA-91D8-E0D71ED219FA
Q109923961,Samson Samsen,Samson Samsen,male,,,https://parliament.gov.vu/index.php/memebers/members-of-12th-legislature,2021-12-04,Q109923941,Minister of Education and Training,Q109923961-4C259140-C1AD-4746-91C5-606ED274AE8D
Q109924039,Edward Nalyal Molou,Edward Nalyal,male,1969-08-13,11,https://parliament.gov.vu/index.php/memebers/members-of-12th-legislature,2021-12-04,Q109924033,"Minister of Lands, Geology and Natural Resources",Q109924039-E4FD3887-397D-4C57-800B-C0AED5A0F2F3
Q16190741,Bob Loughman,Bob Loughman Weibur,male,1961-03-08,11,https://parliament.gov.vu/index.php/memebers/members-of-12th-legislature,2021-12-04,Q1029958,Prime Minister,Q16190741-de70595d-42e6-37c6-246c-da47c707857e
Q19544007,James Bule,James Bule,male,1957-07-14,11,https://parliament.gov.vu/index.php/memebers/members-of-12th-legislature,2021-12-04,Q109923989,"Minister of Toursm, Commerce, Trades and Ni Vanuatu Business",Q19544007-9E587B93-F613-4B1D-AAA0-D1268E33542A
Q24950893,Lenkon Tao Bruno,Bruno Leingkone,male,1968-10-22,11,https://parliament.gov.vu/index.php/memebers/members-of-12th-legislature,2021-12-04,Q109923911,Minister of Planning and climate change Adaptation,Q24950893-975B6E93-F04E-42A1-A43B-930770A6874F
Q24950945,Alatoi Ismael Kalsakau,Ishmael Kalsakau,male,,,https://parliament.gov.vu/index.php/memebers/members-of-12th-legislature,2021-12-04,Q109923889,Deputy Prime Minister,Q24950945-49EF89D7-CEE3-47F5-9E95-94A8604A1571
Q24950945,Alatoi Ismael Kalsakau,Ishmael Kalsakau,male,,,https://parliament.gov.vu/index.php/memebers/members-of-12th-legislature,2021-12-04,Q109923891,Minister of Internal Affairs,Q24950945-6DB39997-0B52-414E-B76A-58A0FFCAF492
Q5398549,Esmon Saimon,Esmon Saimon,male,1955-10-28,11,https://parliament.gov.vu/index.php/memebers/members-of-12th-legislature,2021-12-04,Q109923898,Minister of Justice and Social Welfare,Q5398549-C99AB9E0-4102-49F4-BB6B-3FE7DC9B6B38
